Japanese,English
壊れていないなら直すな。,Don't fix it if it ain't broke.
ヒッチハイクは好きじゃないんだ。,I don't like hitchhiking.
僕があなたに見合わないのは分かっています。,I know that I don't deserve you.
私たち、こんなことをしていてはまずいと思う。,I think we shouldn't be doing this.
頭がすごくかゆいんです。,My scalp is very itchy.
怖くなんてないさ。,I'm not frightened.
美人は三日で飽きる。ブスは三日で慣れる。,"You get tired of a beautiful woman in three days, and you get used to an ugly woman in three days."
ダンスに行ってる間、母が赤ちゃんを見てくれます。,"While I'm at the dance, my mother will take care of the baby."
ネズミ、捕まえたよ。,I caught the mouse.
彼を見ると祖父を思い出します。,He reminds me of my grandfather.
彼ね、料理が習いたいのよ。,He wants to learn how to cook.
去年は雪が多かった。,There was a lot of snow last year.
まだホームシックなの？,Are you still homesick?
テレビは壊れています。,The television is broken.
芝生の水やりを息子にやらせたんだ。,I had my son water the lawn.
何も心配することはない。,There is nothing to worry about.
トムは昇給を願い出た。,Tom asked for a raise.
ここを押すと痛いですか？,Does it hurt when I press here?
その店は輸入品を売っています。,They sell imported goods at that shop.
たばこやめた方がいいよ。,You should quit smoking.
あなたはお母さんみたいな喋り方をするのね。,You speak like your mother.
私は英雄などではない。,I'm no hero.
どちらでもどうぞ。,Take whichever one you like.
六月には雨が多い。,There's a lot of rain in June.
ＡＩは人工知能の略です。,AI stands for artificial intelligence.
その会話には参加してなかったんだ。,I didn't take part in the conversation.
風が少しある。,There's a little wind.
以前はいつも腕時計をしていたトムだったが、今ではただ自分のスマホを見るだけだ。,"Tom used to always wear a watch, but now he just looks at his smart phone."
彼ね、ぐっすり眠ってるわ。,He's sound asleep.
今は勉強してないよ。,I'm not studying now.
眠っている子どもというのは天使のようだ。,A sleeping child looks like an angel.
この冬は寒さが厳しかった。,We've had a very hard winter.
誰一人としてそれを知るものはいなかった。,Nobody knew that.
チョコレートアイスはいかがですか？,Would you like some chocolate ice cream?
ここら辺にレンタルサイクルができる場所ってありますか？,Is there any place around here where I can rent a bicycle?
私は２年生の英語を受け持っています。,I teach English to the second year classes.
この小説は読んでて楽しかったよ。,I've enjoyed reading this novel.
新聞はあなたの脇にありますよ。,The newspaper is by your side.
トムは３か月前ここに引っ越してきたんだ。,Tom moved here three months ago.
みんな、個性的です。,Everyone is unique.
夏休みまであと５日です。,We have five days to go before the summer vacation.
お時間があるようなら、ご一緒にランチはいかがですか？,"I'd like to invite you to lunch, if you're not busy."
君次第だよ。,It's up to you.
謝った。,I apologized.
体操服に着替えるのやだな。,I don't want to change into my gym clothes.
ちょっと電話をかけたいと思った。,I wanted to make some telephone calls.
自分の家を裸で練り歩いて何が悪い！,What's wrong with parading around your own house naked?
今夜お宅に泊めてもらえませんか。,Can you put me up tonight?
全員大丈夫ですか？,Is everybody OK?
思うに彼は善人だ。,I think he is a good man.
本当に欲しい？,Do you really want it?
ここのお店の寿司はいけるね。,The sushi at this shop tastes good.
あの女の人が彼の奥さんだろう。,"That woman is his wife, I think."
髪ね、切りたてホヤホヤなの。,I just got my hair done.
会議は終わりに近づきつつあった。,The conference was drawing to an end.
ゆっくり歩いてよ。,Walk slowly.
どうも熱がありそうだ。,I seem to have a temperature.
ボストンへの旅行は、これが初めてですか？,Is this your first trip to Boston?
トムはシャツのボタンを外した。,Tom unbuttoned his shirt.
トムはポップコーンの入ったボウルを、テーブルの上に置いた。,Tom put the bowl of popcorn on the table.
コーヒーでも飲みながら、そのプランについて話し合おうか。,Let's discuss the plan over a cup of coffee.
「事実」と「意見」を峻別するということは重要なことだと思います。,I think to clearly distinguish opinion from fact is important.
君は間違っていると思う。,I think you're mistaken.
先生は私の家まで車で送ってくれた。,My teacher drove me home.
お口チャックお願いします。,Zip your lip.
彼女は朝早く出発した。,She left early in the morning.
歯医者に行くの、延期しないといけないな。,I must postpone going to the dentist.
夏と冬とではどちらが好きですか。,"Which do you like better, summer or winter?"
君が行かないなら、俺も行かないよ。,"If you aren't going, I'm not either."
トムは読書クラブの会員です。,Tom is in a book club.
どうぞごゆっくりなさって下さい。,Please make yourself at home.
９月の海は、人がまばらだね。,"In September, there are just a few people here and there on the beach."
