Japanese,English
松永長頼,Nagayori MATSUNAGA
常如,Jonyo
甲越同盟,the Koetsu Alliance (an alliance between the Takeda clan in Kai Province and the Uesugi clan in Echigo Province)
内裏炎上,Dairi Castle Fires
ネギ,green onion
巨樹,gigantic tree
道忠,Dochu
護国神社,gokoku jinja shrine
得宗家の惣領,the eldest son of the Tokuso house
藤原師実正室,FUJIWARA no Morozane's legal wife
燕三条駅,Tsubame-Sanjo Station
骨董品,antique
投射兵種,artillery
神宮道,Jingumichi
中川小十郎,Kojuro NAKAGAWA
廊下,a corridor
和御魂（にぎみたま）,nigimitama (spirits of peace)
一の句,first phrase
五衛府,Goefu (five guards)
刑部卿局,Gyobugyo no Tsubone
折りジワ,wrinkle of the fold
京都市立花園小学校,Kyoto Municipal Hanazono Elementary School
民俗学,folklore
三谷幸喜,Koki MITANI
下狛郵便局,Shimo-koma Post Office
裏辻家,the House of Uratsuji
吉田清内,Seinai YOSHIDA
宝厳院,Hogon-in Temple
鞆の浦,Tomonoura
古市公威,Koi FURUICHI
牽制,feint
台輪,architrave
宮津城,Miyazu-jo Castle
イラストレーションコース,Illustration Course
肌,hada (texture)
恒寂,Gojaku
斉明,(Emperor) Saimei
普請,mutual aid
京都市電堀川線,Horikawa Line of Kyoto Municipal Steetcar
安楽寺八角三重塔,Anrakuji Hakkaku Sanjunoto (octagonal three-storied pagoda of Anraku-ji Temple)
水戸徳川家,Mito Tokugawa family
京都宝ヶ池プリンスホテル,Kyoto Takaragaike Prince Hotel
六角獄舎,Rokkaku prison house
赤松満則,Mitsunori AKAMATSU
山陽道,Sanyodo
和漢年代記,chronicles of Japan and China
牧野宣成,Fusashige MAKINO
六条右府記,"""Rokujo ufu ki"" (diary of Rokujo ufu (=udaijin))"
安寧寺,Annei-ji Temple
同衾,sleep with ～
蓮花覚,Rengekaku
玉代,Gyokudai (fee for Geisha)
広辞苑,Kojien dictionary
南町,Minami Machi
君臣,lord and vassal
松平康元,Yasumoto MATSUDAIRA
生命医科学部,Faculty of Life and Medical Sciences
たたら吹き,Tatara-buki method
前橋まつり,Maebashi Festival
蜂屋頼隆,Yoritaka HACHIYA
不行跡,misconduct
竹原古墳,Takehara Tomb
素麺,somen
揚鞭,agemuchi 
小君,Kogimi
花山院通定,Michisada KAZANIN
役職,a post
京都市電伏見線,Fushimi Line of the Kyoto City Streetcar
釜座出水,Kamaza Demizu
国幣中社,kokuhei chusha
入滅,"dying, death, entering nirvana"
山村曰佐得道,Yamamura Hisa Edo
古高俊太郎,Shuntaro FURUTAKA
小間の茶室,a small room style teahouse
オープンコースウェア,Open CourseWare
惟賢,Yuiken
宝暦事件,the Horeki Incident
応供広済,Ogukosai
瀬織津比売神,Seoritsuhime-no-kami
鑁阿寺,Banna-ji Temple
広河原能見町,Hirogawara Nomi Cho
大膳大夫,Daizen no daibu (Master of the Palace Table)
京都市上下水道局,Kyoto City Waterworks Bureau
救世菩薩,"Kuse Bosatsu, Guse Bosatsu"
D-egg,D-egg
百鬼夜行,Hyakki yagyo
山名邦和,Kunikazu YAMANA
東日本旅客鉄道,East Japan Railway Company (JR East)
武内宿禰,TAKENOUCHI no Sukune
青頭巾（あをづきん）,blue hood
龍渓性潜,Ryukeishosen
常,Tokiwa
ダイコン,daikon radish
京都法性寺,Kyoto Hossho-ji Temple
三年坂,Sannen-zaka slope
光明寺ニ王門,Komyo-ji Temple Nio-mon Gate
実泰,Saneyasu
半国守護代,Shugodai (the acting Military Governor) of half a province
私塾立命館,Shijuku Ritsumeikan (Ritsumeikan Private Academy)
信明,Saneakira
鎖場の難所(表の行場),a dangerous spot with a chain handrail (Omote no Gyoba)
後深草法皇,Cloistered Emperor Gofukakusa
新日吉神宮,Ima Hie-jinja Shrine
神輿の巡行,parade (carrying around) of a portable shrine
六条通有,Michiari ROKUJO
おもちゃ_(映画),"Omocha (literally toys, or The Geisha House)"
野分,Nowaki
瑞穂村,Mizuho-mura
親王の屋敷跡・墓所・真影,"the site of prince's residence, grave, true portrait"
鉄史,Tetsushi
伝蛇足筆,a work attributed to Dasoku
食事作法,manners for dinner (table manners)
空華道人,Donin KUGE
釣寂庵,Jojakuan
源頼季,MINAMOTO no Yorisue
慶長大地震,Keicho no ojishin (Keicho Earthquake)
林邑,Rinyu
田舎屋風の茶室,a rustic style teahouse
高岩寺,Kogan-ji Temple
あき子内親王,Imperial Princess Akiko
得長寿院,Tokuchoju-in Temple
旧幕府穏健派,Old Shogunate Moderates
師経,Morotsune
上方落語,"Kamigata rakugo, traditional Japanese comic strytelling as performed in the Kyoto-Osaka region"
虚左礼,pranks
冷暗所,a cool dark place
祭事,festival
魔道,the path of evil
吉村家勘兵衛家,the Kanbe family of the Yoshimura family
お抹茶券,a coupon for tea
日本たばこ産業,Japan Tobacco
桂小橋,Katsura-kobashi Bridge
御物本,Gyobusubon (Emperor's book stock)
玄茂軍,Harumochi's army
京都ホテル,Kyoto Hotel
向日町 (駅),Mukomachi Station
高師泰,KO no Moroyasu
神奈川宿（神奈川県横浜市神奈川区）,Kanagawa-juku Station (Kanagawa Ward Yokohama City Kanagawa Prefecture)
北辰（北斗星）,Hokushin (the North Star)
ソルボンヌ大学,the Sorbonne
本庄藩,Honjo Domain
陸奥国二本松藩,"domain of Nihonmatsu, Mutsu-no-kuni"
中村半次郎,Hanjiro NAKAMURA
綾戸社,Ayato-sha Shrine
鈴虫説法,suzumushi (cricket)-preaching
寺御幸,Teragoko
塚本駅,Tsukamoto Station
足利氏満,Ujimitsu ASHIKAGA
仮宮,temporal shrine
観月神楽の夕べ,Mizuki (moon-viewing) Kagura (ancient Shinto music and dancing) Night
有馬紙,arima-shi (fusuma paper including buckwheat chaff)
摩気神社,Make-jinja Shrine
暁鐘 - ぎょうしょう,Gyosho
都道府県教育委員会,prefectural board of education
酒粕,sake lees
裏松家,the Uramatsu family
長慶院,Chokei-in Temple
舟牢,prison in a ship
陰陽寮,Onmyoryo (Bureau of Divination)
軍国主義,militarism
三国岳,Mikuni-dake Mountain
杉尾神,Sugio-no-kami
菊岡検校,Kengyo KIKUOKA
中津城,Nakatsu-jo Castle
遍智覚,Henchikaku
全国料理業生活衛生同業組合連合会,Traditional Japanese Cuisine Restaurant Association
和泉国槙尾山寺,Makinoosan-ji Temple in Izumi Province
新桃太郎伝説,Shin Momotaro Densetsu
玉甫紹琮像,Gyokuho Joso-zo
大谷大学グラウンド,Otani Univeristy Ground
和歌の相伝の文書一式,one set of documents of the initiation of waka interpretation
食中毒,food intoxication
淳和院離宮,Junna-in Rikyu (Villa)
楽人,gakunin (player)
弓削郷,Yuge-go
荒木行重,Yukishige ARAKI
阿部信行,Nobuyuki ABE
藤原俊通,FUJIWARA no Toshimichi
東久世通廉,Michiyasu HIGASHIKUZE
景家,Kageie
電気通信事業者,telecommunication business enterprises
示寂,nirvana
津和野町,Tsuwano-cho
坐像,sitting statue
電気機関車,electric(al) engine/electric(al) locomotive
念仏寺,Nenbutsu temple
瑞饋（ずいき）祭,Zuiki matsuri
東急ホテルズ,"Tokyu Hotels Co., Ltd."
薙刀直し,remakes from a pole sword
京阪伏見稲荷駅,Keihan Fushimi-inari Station
画風,painting style
丹後海陸交通バス,Tango Kairiku Kotsu Bus
越訴頭人,the chief of suit
食道,the esophagus
下地,foundation
村田三介,Sansuke MURATA
旧南朝 (日本),old South Court (Japan)
志賀越,Shigagoe
神主,Shinto priest
浦安の舞,Urayasu no Mai Dance
山科南殿,Yamashina Minami Dono
龍門石窟,Longmen Caves 
長谷川京子,Kyoko HASEGAWA
東アジア,East Asia
お歯黒べったり,Ohaguro-bettari
尼子晴久,Haruhisa AMAGO
丹波道,the Tanba road
国風歌舞,Kuniburi-no-utamai Dance
摂津国守護,Shugo (guard) of Settsu Province
4代目の倭宿禰命,"Yamatono Sukuneno Mikoto, the fourth generation of a chief prist of the temple"
厚葉,atsu-yo (thick torinoko paper)
吉川実経,Sadatsune KIKKAWA
伝説の生物,a creature in legend
修辞技法（オノマトペ）,rhetorical technique (onomatopoeia)
布川文庫,the Nunokawa Bunko (Nunokawa collection)
橘田村子,TACHIBANA no Tamurako
九鬼隆度,Takanori KUKI
岡部氏,the Okabe clan
ポエムノール北山,Poem Knoll Kitayama
矢鱈,Yatara
黄梅庵,Obaian
八郎兵衛,Hachirobei
くくり,kukuri
金剛智,Kongochi
稲枝 (駅),Inae Station
狭衣中将,Sagoromo Chujo
池坊の家元,head of the Ikenobo School of Flower Arrangement
夕日ヶ浦,Yuhigaura
技術企業国際競争力研究センター,"Institute for Technology, Enterprise and Competitiveness"
京都市バス修学院離宮道,Kyoto City Bus Shugakuin Rikyu michi
三条高倉第,Sanjo Takakura-dei residence
光琳桐,Korin-giri (Korin's paulownia)
鈴鹿茶,Suzukacha
ボロン,bhruuM
総本宮,Sohongu 
世親,Seshin
一条天皇女御,Emperor Ichijo's nyogo(consort)
童名,childhood name
室津,Murotsu
高欄,balustrade
野依宮,Noyori-no-miya
鷹峯,Takagamine
隠退,withdraw
界説論,DhAtukathA
法制史論集,Hoseishi ronshu (A collection of essays on legal history)
阪急阪急嵐山線,Hankyu Railway Hankyu Arashiyama Line
男衆,"men, manservant, male attendants to an actor"
在家,lay believers
牡丹唐草文螺鈿経箱,Botan Karakusamon Radenkyobako
御金神社,Mikane-jinja Shrine
近鉄けいはんな線 学研奈良登美ヶ丘駅,"Kintetsu Keihanna Line, Gakken-Nara-Tomigaoka Station"
宇都宮元綱,Mototsuna UTSUNOMIYA
七卿落ち,the exile of the Seven nobles from Kyoto
造化三神,Zokasanshin (Three gods of creation)
殊音,Shuon
六条局梅小路定子,Rokujo-no-tsubone Sadako UMENOKOJI
為家筆本,Transcription written by Tameie
加悦,Kaya
当麻曼荼羅,Taima mandala
国盛,Kunimori
位階,Ikai (Court rank)
回茶,kaicha (another name of tocha)
桂宮蔵書,Katsura no Miya collection
寛平,"Kanbyo era, Kanpyo era"
石井真木,Maki ISHI
日本オリンピック委員会,the Japanese Olympic Committee
群馬県太田市尾島町,"Ojimamachi, Ota City, Gunma Prefecture"
山国,mountainous areas
冬康,Fuyuyasu
宇治市役所,Uji CIty Hall
朝廷公家,court nobles of the Imperial Court
謡曲,Yokyoku
筑前福岡藩主,the head of the Chikuzen Fukuoka Domain
裏千家学園,Urasenke Gakuen
50回忌法要,Buddhist memorial service of the fiftieth death anniversary
古活字,old type
竹田城,Takeda-jo Castle
武士層,samurai
池田重利,Shigetoshi IKEDA
梅ヶ畑庄（現在の京都市右京区高雄）,"Umegabatake-sho (present Takao, Ukyo Ward, Kyoto City)"
高棟王,Prince Takamune
仁寿殿,Jijuden
和田三造,Sanzo WADA
木津川市,Kizugawa City
成伯（長政の従弟で比叡山の僧）,Seihaku (a cousin of Nagamasa and a monk of Mt. Hiei)
庸軒流,Yoken school
鳳潭,Hotan
鳥取藩,Tottori Domain
後花園天皇の勅宣,Emperor Gohanazono
三代将軍足利義満,"Yoshimitsu ASHIKAGA, the third shogun"
ターラ,tala
勝家,Katsuie
葵の花,Hollyhock flower
山越中町,Yamagoe-nakacho
美空ひばり館,MISORA Hibari Museum
少女,Otome
快閑家,the Dokan family
宇多天皇女御,the Emperor Uda's Nyogo (wife)
所在地,Address
松尾宗二,Soni MATSUO
逗留,sojourn
ＣＭ,CM (commercial message)
岩屋神社,Iwaya-jinja Shrine
消防出張所,Fire Station Branch
富樫氏,Togashi clan
防人歌,Sakimori-no-uta (Sakimori Guard's poetries)
サラダ油,salad oil
鶴賀,Tsuruga
マシュー・ペリー提督,Commodore Mathhew Perry
福知山電車区,Fukuchiyama Depot
舞兵庫,Hyogo MAI
長楽寺,Choraku-ji Temple
宮司家,the Guji family
版本学,study of printings
永井直円,Naomaru NAGAI
功徳,kudoku
海福院,Kaifuku-in Temple
芬陀利花院,Fudaraku-in
扶桑馬耳山,Mt. Fusobaji
平城天皇朝,Heijo Emperor's era
中国天台宗,Chinese Tendai sect
武勲,Bukun (deeds of arms)
貞愛親王,Imperial Prince Sadanaru
京都精華大学,Kyoto Seika University
小堀長斎,Chosai KOBORI
中村靖之介,Seinosuke NAKAMURA
京田辺,Kyotanabe
居城,castle of a daimyo (feudal lord)
長谷堂城の戦い,battle of Hasedo-jo
勧学院客殿,Kangakuin Kyakuden (guest hall)
奈良街道,Nara-kaido Road
今出川教季,Norisue IMADEGAWA
赤松氏範,Ujinori AKAMATSU
束,a short support
老人雑話,Rojinzatsuwa
火袋,hibukuro (burning place of toro)
義輝,Yoshiteru
生命医科学研究科（前期・後期）,Graduate School of Life and Medical Sciences
寿枝子,Sueko
砧,Kinuta
仁和寺大般若経供養奉仕,Nina-ji Daihannya-kyo kyoyo hoshi
丹後木津郵便局,The Tango kitsu post office
三好宗家,Miyoshi familyhead
仮御所,makeshift palace
江戸市中,in Edo City
仮本堂,"Kari-Hondo, a temporal main hall"
巡礼教会,pilgrimage church
神仏尊重,respecting gods and Buddha
有馬氏,Arima clan
姉さん被り,anesan kaburi (the way of wearing tenugui (washcloth))
藤原季仲,FUJIWARA no Suenaka
コンロ,stove
スピードメーター,speed meter
藻壁門院,Sohekimon-In
下野国日光山,"Mt. Mountain, Shimotsuke Province"
狭蓆,Samushiro (carpet)
渋谷区,Shibuya Ward
書写経,hand-copied sutras
柘植駅,Tsuge Station
梅原猛,Takeshi UMEHARA
めん馬鹿一代,"""Menbaka ichidai"""
麓の薬店（陀羅尼助丸という漢方薬を製造販売している）,"a drugstore at the base of the mountain(who is manufacturing and selling Daranisukemaru, a herbal medicine)"
坂上苅田麻呂,SAKANOUE no Karitamaro
酢漬け,Suzuke
三方及第,Sanpo kyudai
竜宮城,the Palace of the Dragon King
追捕凶賊使,Tsuibu Kyozokushi (Chief of the police officers who subdue the barbarians)
法体,Hottai (religious appearance)
創作和太鼓,a creative Japanese drum performance
京都府京都南府税事務所,"Kyoto-minami Revenue Office, Kyoto Prefecture"
紙に紋様をつける試み,trials to put patterns on paper
今中友子,Tomoko IMANAKA
川崎,Kawasaki
鉄道建設・運輸施設整備支援機構,"Japan Railway Construction, Transport and Technology Agency (JRTT)"
内蔵,Uchikura
吉川経高,Tsunetaka KIKKAWA
相馬氏,Soma clan
出雲路,Izumo-ji
春秋時代,Chunqiu era/Chunqiu
分別論,VibhaGga
吉野神宮,Yoshino-jingu Shrine
棗,natsume
関門 (鉄道) トンネル,Kanmon Tunnel
左遷され,demoted
妙法蓮華経,Myohorenge-kyo Sutra
貴船神社,Kibune-jinja Shrine
星野恒,Hisashi HOSHINO
平家貞,TAIRA no Iesada
法隆寺西院伽藍,"Garan of Saiin (West Precinct), Horyu-ji Temple"
算道,Sando
池坊専応,Seno IKENOBO
白水会,Hakusui-kai
阿弥派,Ami-ha group
カワイ電線商事,"Kawai Trading, Ltd."
蓮生,Rensho
佐々木宗家,The head house of the House of Sasaki
近江松尾,"Matsuo, Omi"
弟子,a disciple
生死即涅槃,the sufferings of birth and death are nirvana
脇坂安治,Yasuharu WAKISAKA
霧島市国分,"Kokubu, Kirishima City"
歌合,utaawase (poetry contest)
授受,transfer
ポルトガル人宣教師ジョアン・ロドリゲスの『日本大文典』,"""Arte da Lingoa de Iapam"" by Joao Rodriguez, a Portuguese missionary"
日本の方丈建築,Japanese abbot architecture
光華女子学園前,Kokajosi-gakuenmae
輪蔵,rinzo (a warehouse to store Buddhist scriptures)
家子,follower
二ノ瀬,Ninose
聖福寺,Shofuku-ji Temple
茎茶,Kuki-cha
下田奉行,Shimoda bugyo
藤原仲光,FUJIWARA no Nakamitsu
宗金,Sokin
雲ヶ畑線,Kumogahata Line
藤原璋子,FUJIWARA no Shoshi
佐々木泰綱,Yasutsuna SASAKI
僧侶勝尊,priest Shoson
山国凱旋,triumphal return to Yamaguni
志我閇連阿彌陀 しがへのむらじあみだ,Shigahe no Muraji Amida
藤原兼通,FUJIWARA no Kanemichi
松軒,Shoken
英仁親王,Imperial Prince Hidehito
雖知苦斎（すいちくさい),Suichikusai
お端折,hemming
一言主,Hitokoto nushi (a Japanese ancient god)
京都大学付属図書館,Kyoto University Library
童,page
金華山,Mt. Kinka
旧幕府側出身,hailing from Old Shogunate
陶化小学校,Toka Elementary School
要略念誦経,Yoryakunenju-kyo Sutra
通玄寺殿,Tsugenji-dono
花山院長雅,Nagamasa KAZANIN
対機説法（たいきせっぽう）,"taiki-seppo, the best suitable expression of the teaching for the target audience"
春秋の争い歌,exchange poems of spring and autumn
貞頼親王,Imperial Prince Sadayori
奈良電気鉄道,Nara Electric Railway
滴石御所,Shizukuishi-gosho
春宮職廃止,Office of the Crown Prince's Quarters was abolished.
大塩平八郎の乱,Oshio Heihachiro no ran (Rebellion of Oshio Heihachiro)
漉き込む,put into
ウィズ,WiZ
天叢雲剣,Ama no Murakumo no Tsurugi Sword
暦道,rekido
小野派,Ono school
国宝保存法,The Law for the Preservation of National Treasures
吉岡憲房,Kenpo YOSHIOKA
阿闍梨餅,Ajari-mochi
斎藤道節,Dosetsu SAITO
評定所,Hyojosho (conference chamber)
お山開き,start of the mountain-climbing season
御輿（みこし、しんよ）,portable shrine (carried in festivals)
五老岳,Mt. Goro-gadake
唱歌「牛若丸」,"""Ushiwakamaru"", the school song"
夕霧太夫,Yugiri tayu
京都衣笠山,Mt. Kinugasa in Kyoto
長谷川等伯一派,Tohaku HASEGAWA school
来迎印,Raigo-in
実成院,Jitsujoin
諸荘園総下司職,shoshoen-sogeshi-shiki
繊維の強い和紙,Japanese paper of strong fibers
摺り足,Suriashi (gliding steps)
岡崎宿（愛知県岡崎市）,Okazaki-shuku Station (Okazaki City Aichi Prefecture)
大住郡,Osumi-gun
驛家,Umaya
足利将軍,Ashikaga Shogun
藤原定長,FUJIWARA no Sadanaga
遺産,legacy
奥州合戦,the Battle of Oshu
枯滝,karetaki (dried waterfall)
内藤元貞,Motosada NAITO
大内義隆,Yoshitaka OUCHI
世仁,Yohito
治部権大輔,jibu-gontaiyu (acting senior assitant minister of the Ministry of Civil Administration)
水戸天狗党,Mito tengu to
最高部類の貴重な遺構,the most valuable surviving teahouses
銈之助,Keinosuke
祇園,Gion
鈴木京香,Kyoka SUZUKI
大阪メトロサービス,Osaka Metro Service
専門雑誌,a journal of landscape gardening
